RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Participant	Semester	Collection	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Eye Position Right X [mm]	Eye Position Right Y [mm]	Eye Position Right Z [mm]	Eye Position Left X [mm]	Eye Position Left Y [mm]	Eye Position Left Z [mm]	Pupil Position Right X [px]	Pupil Position Right Y [px]	Pupil Position Left X [px]	Pupil Position Left Y [px]	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
1793901.3410	13:14:51:274	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1793905.2020	13:14:51:278	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6591	4.5056	677.8616	561.4219	613.9767	539.1775	-0.0198	0.2914	-0.9564	0.0037	0.2732	-0.9620	-3.8135	-39.7965	600.4689	-69.4149	-35.5727	596.0342	655.1062	664.6754	918.5771	649.2007	-	-	-	-	-
1793909.0630	13:14:51:282	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6682	4.5047	675.5278	560.3770	614.7637	539.0576	-0.0236	0.2880	-0.9573	0.0016	0.2744	-0.9616	-3.7934	-39.8441	601.3229	-69.4499	-35.5955	596.4480	655.0780	664.7126	918.5630	649.1714	-	-	-	-	-
1793912.9250	13:14:51:286	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6823	4.5009	678.5861	562.9542	617.1823	538.4590	-0.0182	0.2807	-0.9596	0.0058	0.2743	-0.9616	-3.7811	-39.8844	601.9742	-69.4724	-35.6072	596.7648	654.9076	664.8517	918.4214	649.1476	-	-	-	-	-
1793916.7860	13:14:51:289	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1793920.6470	13:14:51:293	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6867	4.5045	679.5963	562.7724	619.2388	540.5410	-0.0173	0.2825	-0.9591	0.0067	0.2693	-0.9630	-3.7676	-39.9135	602.4647	-69.4796	-35.6154	597.0147	654.8229	664.8058	918.3176	649.2213	-	-	-	-	-
1793924.5080	13:14:51:297	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6973	4.5051	679.7934	563.6027	621.0947	539.4995	-0.0178	0.2821	-0.9592	0.0059	0.2752	-0.9614	-3.7743	-39.9534	603.0527	-69.5312	-35.6400	597.4258	654.8437	664.8217	918.3427	649.1064	-	-	-	-	-
1793928.3690	13:14:51:301	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7035	4.5070	682.1512	561.0629	621.3731	540.4882	-0.0162	0.2879	-0.9575	0.0047	0.2731	-0.9620	-3.7755	-39.9826	603.5134	-69.5623	-35.6501	597.6951	654.8067	664.7044	918.3658	649.1275	-	-	-	-	-
1793932.2300	13:14:51:305	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1793936.0920	13:14:51:309	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7100	4.5076	683.0011	559.2956	623.4545	542.9908	-0.0168	0.2887	-0.9573	0.0080	0.2681	-0.9633	-3.7852	-40.0194	604.0080	-69.6007	-35.6758	597.9790	654.8442	664.7089	918.3241	649.2629	-	-	-	-	-
1793939.9530	13:14:51:313	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7125	4.5097	685.9247	560.6915	624.8679	546.5061	-0.0145	0.2855	-0.9583	0.0078	0.2670	-0.9637	-3.7854	-40.0426	604.3505	-69.6322	-35.6932	598.2531	654.7920	664.7762	918.3278	649.2915	-	-	-	-	-
1793943.8140	13:14:51:317	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7130	4.5111	687.5956	560.5763	625.1877	545.2449	-0.0168	0.2854	-0.9583	0.0042	0.2739	-0.9617	-3.7834	-40.0577	604.5613	-69.6400	-35.7004	598.3692	654.8219	664.7849	918.3694	649.1555	-	-	-	-	-
1793947.6750	13:14:51:320	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7161	4.5084	689.9930	557.9127	626.3881	545.5205	-0.0140	0.2889	-0.9573	0.0074	0.2729	-0.9620	-3.7813	-40.0695	604.7631	-69.6455	-35.7034	598.4603	654.7543	664.7109	918.2874	649.1676	-	-	-	-	-
1793951.5360	13:14:51:324	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7171	4.5148	689.6889	561.4948	626.5695	548.4361	-0.0160	0.2831	-0.9590	0.0060	0.2672	-0.9636	-3.7790	-40.0745	604.7937	-69.6446	-35.7071	598.4951	654.7838	664.8370	918.2980	649.2875	-	-	-	-	-
1793955.3980	13:14:51:328	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7230	4.5147	688.6558	564.1470	626.7709	548.9248	-0.0201	0.2816	-0.9593	0.0051	0.2696	-0.9630	-3.7711	-40.0645	604.6489	-69.6154	-35.6960	598.3239	654.8344	664.8628	918.2786	649.2346	-	-	-	-	-
1793959.2590	13:14:51:332	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7215	4.5175	690.8605	564.7076	627.5295	548.7466	-0.0159	0.2838	-0.9588	0.0050	0.2722	-0.9622	-3.7611	-40.0436	604.3118	-69.6054	-35.6923	598.2533	654.7240	664.8241	918.2713	649.1838	-	-	-	-	-
1793963.1200	13:14:51:336	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7203	4.5154	691.5345	564.6970	625.6592	549.7202	-0.0156	0.2820	-0.9593	0.0011	0.2712	-0.9625	-3.7560	-40.0229	603.9579	-69.5797	-35.6835	598.0836	654.7052	664.8668	918.3248	649.2085	-	-	-	-	-
1793966.9810	13:14:51:340	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7194	4.5129	691.0066	563.6610	625.9292	549.8095	-0.0180	0.2843	-0.9586	0.0062	0.2699	-0.9629	-3.7431	-40.0029	603.6285	-69.5318	-35.6662	597.7656	654.7088	664.8265	918.1826	649.2395	-	-	-	-	-
1793970.8420	13:14:51:344	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7175	4.5128	691.3579	562.4010	624.4723	550.7439	-0.0167	0.2858	-0.9581	0.0024	0.2711	-0.9625	-3.7309	-39.9792	603.1623	-69.4836	-35.6447	597.3841	654.6471	664.8227	918.2419	649.2170	-	-	-	-	-
1793974.7030	13:14:51:347	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7165	4.5143	689.9008	563.8684	624.8054	550.9089	-0.0199	0.2840	-0.9586	0.0051	0.2719	-0.9623	-3.7208	-39.9457	602.5835	-69.4417	-35.6270	597.0706	654.6840	664.8727	918.1692	649.2030	-	-	-	-	-
1793978.5650	13:14:51:351	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7112	4.5154	690.6355	566.2092	624.0002	551.7894	-0.0158	0.2824	-0.9592	0.0049	0.2678	-0.9635	-3.7066	-39.9100	601.9953	-69.4101	-35.6172	596.8487	654.5625	664.9147	918.1531	649.2976	-	-	-	-	-
1793982.4260	13:14:51:355	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7047	4.5129	689.5222	566.9789	624.9903	547.6306	-0.0182	0.2836	-0.9588	0.0085	0.2767	-0.9609	-3.6952	-39.8787	601.4114	-69.3878	-35.6033	596.7082	654.5792	664.9157	918.0526	649.0964	-	-	-	-	-
1793986.2870	13:14:51:359	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.7010	4.5149	688.2388	568.0852	627.0302	549.8878	-0.0206	0.2832	-0.9589	0.0097	0.2702	-0.9628	-3.6832	-39.8404	600.7196	-69.3775	-35.6033	596.6845	654.5956	664.9496	918.0042	649.2316	-	-	-	-	-
1793990.1480	13:14:51:363	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6948	4.5076	686.2488	569.3634	625.3490	550.7127	-0.0213	0.2846	-0.9584	0.0038	0.2705	-0.9627	-3.6738	-39.8048	600.1589	-69.3776	-35.6055	596.7506	654.5853	664.9231	918.0881	649.2192	-	-	-	-	-
1793994.0090	13:14:51:367	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6916	4.5104	686.4577	570.0008	625.9848	551.0065	-0.0176	0.2830	-0.9589	0.0064	0.2682	-0.9633	-3.6639	-39.7812	599.7019	-69.4068	-35.6270	597.0825	654.4850	664.9777	918.0000	649.2736	-	-	-	-	-
1793997.8710	13:14:51:371	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6846	4.5112	687.6796	569.5290	626.0503	549.3894	-0.0172	0.2850	-0.9584	0.0053	0.2729	-0.9620	-3.6519	-39.7558	599.2460	-69.4578	-35.6538	597.5889	654.4411	664.9546	917.9861	649.1709	-	-	-	-	-
1794001.7320	13:14:51:374	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6793	4.5144	687.5536	571.5129	627.6478	549.7370	-0.0176	0.2806	-0.9597	0.0084	0.2715	-0.9624	-3.6431	-39.7362	598.8660	-69.5051	-35.6806	598.0471	654.4243	665.0622	917.8994	649.2004	-	-	-	-	-
1794005.5930	13:14:51:378	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6753	4.5150	687.7702	570.4472	630.3250	549.2871	-0.0169	0.2860	-0.9581	0.0099	0.2719	-0.9623	-3.6309	-39.7165	598.5159	-69.5457	-35.7060	598.4476	654.3691	664.9651	917.8455	649.2007	-	-	-	-	-
1794009.4540	13:14:51:382	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6728	4.5181	687.8788	570.1757	632.8989	548.7221	-0.0186	0.2866	-0.9579	0.0124	0.2713	-0.9624	-3.6226	-39.7099	598.3260	-69.5925	-35.7400	598.9135	654.3741	664.9769	917.7654	649.2396	-	-	-	-	-
1794013.3150	13:14:51:386	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6723	4.5204	688.8043	571.0640	634.8444	546.5385	-0.0159	0.2849	-0.9584	0.0105	0.2749	-0.9614	-3.6160	-39.7097	598.2898	-69.6458	-35.7685	599.4062	654.2968	665.0192	917.7834	649.1687	-	-	-	-	-
1794017.1770	13:14:51:390	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6747	4.5264	689.6309	570.9269	638.0655	544.1020	-0.0177	0.2857	-0.9582	0.0136	0.2762	-0.9610	-3.6060	-39.7182	598.3603	-69.7132	-35.8101	600.0903	654.2892	665.0199	917.6720	649.1509	-	-	-	-	-
1794021.0380	13:14:51:394	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1794024.8990	13:14:51:398	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6759	4.5311	689.2175	569.2916	641.7341	545.5066	-0.0183	0.2877	-0.9575	0.0157	0.2681	-0.9633	-3.5877	-39.7736	598.9625	-69.7897	-35.8682	600.8917	654.2125	665.0446	917.5673	649.3575	-	-	-	-	-
1794028.7600	13:14:51:401	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6776	4.5352	692.1247	568.5656	641.3794	545.3938	-0.0121	0.2869	-0.9579	0.0110	0.2722	-0.9622	-3.5770	-39.8170	599.5725	-69.8425	-35.8990	601.4380	654.0341	665.0783	917.6123	649.2742	-	-	-	-	-
1794032.6210	13:14:51:405	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6784	4.5430	693.9656	567.0869	642.3640	544.2552	-0.0141	0.2877	-0.9576	0.0119	0.2720	-0.9622	-3.5695	-39.8773	600.4435	-69.8703	-35.9205	601.7733	654.0224	665.0773	917.5480	649.2850	-	-	-	-	-
1794036.4820	13:14:51:409	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1794040.3440	13:14:51:413	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6776	4.5506	696.9819	567.9378	644.2029	541.5658	-0.0120	0.2836	-0.9589	0.0114	0.2751	-0.9614	-3.5597	-39.9445	601.3504	-69.8526	-35.9216	601.7916	653.9197	665.1937	917.4776	649.2252	-	-	-	-	-
1794044.2050	13:14:51:417	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6824	4.5536	697.0690	566.3004	644.3384	540.3142	-0.0158	0.2866	-0.9579	0.0088	0.2726	-0.9621	-3.5565	-40.0097	602.2719	-69.8287	-35.9157	601.7329	653.9590	665.1568	917.4613	649.2632	-	-	-	-	-
1794048.0660	13:14:51:421	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6843	4.5545	698.3799	566.6222	642.7942	539.7081	-0.0136	0.2840	-0.9587	0.0042	0.2730	-0.9620	-3.5533	-40.0682	603.1058	-69.8174	-35.9146	601.7303	653.8835	665.2253	917.5079	649.2518	-	-	-	-	-
1794051.9270	13:14:51:425	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1794055.7880	13:14:51:429	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6859	4.5540	698.8040	564.1366	642.5814	539.0897	-0.0153	0.2874	-0.9577	0.0070	0.2725	-0.9621	-3.5322	-40.0872	603.2509	-69.7603	-35.8947	601.4531	653.8294	665.1974	917.3536	649.2467	-	-	-	-	-
1794059.6500	13:14:51:432	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6835	4.5509	697.3445	561.7501	639.2205	538.2973	-0.0194	0.2906	-0.9567	0.0032	0.2734	-0.9619	-3.5011	-40.0536	602.6583	-69.6636	-35.8589	600.8280	653.7990	665.1525	917.3329	649.2305	-	-	-	-	-
1794063.5110	13:14:51:436	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6827	4.5500	698.2194	562.2096	635.0965	538.9168	-0.0164	0.2861	-0.9581	0.0018	0.2706	-0.9627	-3.4624	-39.9991	601.6982	-69.5425	-35.8238	599.9903	653.6089	665.2719	917.2701	649.3395	-	-	-	-	-
1794067.5150	13:14:51:440	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1794071.5190	13:14:51:444	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6824	4.5415	706.1716	561.6127	644.3011	543.7189	-0.0033	0.2869	-0.9580	0.0183	0.2645	-0.9642	-3.4206	-39.9849	601.0904	-69.4421	-35.8066	599.4770	653.2019	665.3572	916.7898	649.5116	-	-	-	-	-
1794075.5230	13:14:51:448	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6819	4.5368	713.5310	561.9702	653.3796	548.8174	-0.0022	0.2856	-0.9584	0.0236	0.2633	-0.9644	-3.4119	-39.9556	600.5583	-69.3969	-35.7920	599.1795	653.1586	665.4034	916.6449	649.5465	-	-	-	-	-
1794079.5270	13:14:51:452	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6815	4.5350	712.7591	564.3977	657.1550	549.4387	-0.0076	0.2823	-0.9593	0.0226	0.2656	-0.9638	-3.4070	-39.9228	600.0379	-69.3890	-35.7893	599.1451	653.2571	665.4711	916.6469	649.4982	-	-	-	-	-
1794083.5340	13:14:51:456	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1794087.5400	13:14:51:460	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6769	4.5271	715.3571	565.9990	644.8537	550.7801	-0.0071	0.2829	-0.9591	0.0110	0.2674	-0.9635	-3.4000	-39.8942	599.6176	-69.4046	-35.7949	599.2687	653.2279	665.4549	916.8780	649.4557	-	-	-	-	-
1794091.5470	13:14:51:464	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6719	4.5270	719.7815	567.4039	659.1392	555.5172	-0.0055	0.2840	-0.9588	0.0208	0.2639	-0.9643	-3.3974	-39.8660	599.2104	-69.3917	-35.7938	599.1627	653.1955	665.4252	916.6862	649.5452	-	-	-	-	-
1794095.5540	13:14:51:468	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6691	4.5275	724.8622	564.6967	659.5873	556.4199	-0.0034	0.2898	-0.9571	0.0185	0.2671	-0.9635	-3.3930	-39.8452	598.9498	-69.3918	-35.7910	599.1789	653.1440	665.2939	916.7212	649.4659	-	-	-	-	-
1794099.5600	13:14:51:472	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1794103.5670	13:14:51:476	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6703	4.5224	725.7530	569.1820	665.4627	561.1600	-0.0060	0.2810	-0.9597	0.0206	0.2631	-0.9645	-3.3902	-39.8300	598.6629	-69.3935	-35.8005	599.2250	653.1897	665.4826	916.6686	649.5732	-	-	-	-	-
1794107.5740	13:14:51:480	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6674	4.5252	725.1614	570.2581	669.4365	560.8402	-0.0092	0.2823	-0.9593	0.0209	0.2681	-0.9632	-3.3881	-39.8121	598.3955	-69.4084	-35.8062	599.3671	653.2505	665.4545	916.6526	649.4646	-	-	-	-	-
1794111.5800	13:14:51:484	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6616	4.5220	734.7645	569.7762	670.2309	563.4565	0.0005	0.2871	-0.9579	0.0188	0.2658	-0.9638	-3.3808	-39.7886	598.0596	-69.4286	-35.8189	599.5613	653.0396	665.3516	916.6859	649.5156	-	-	-	-	-
1794115.5870	13:14:51:488	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6579	4.5258	733.8305	572.7051	674.2296	567.0402	-0.0062	0.2841	-0.9588	0.0212	0.2622	-0.9648	-3.3810	-39.7806	597.9346	-69.4417	-35.8273	599.6679	653.1731	665.4118	916.6436	649.5964	-	-	-	-	-
1794119.5930	13:14:51:492	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6529	4.5202	736.1828	573.7597	676.2801	568.5510	-0.0055	0.2844	-0.9587	0.0211	0.2641	-0.9643	-3.3801	-39.7721	597.8092	-69.4580	-35.8362	599.7970	653.1599	665.4050	916.6500	649.5645	-	-	-	-	-
1794123.6000	13:14:51:496	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6508	4.5182	736.8926	576.2270	675.9464	568.3791	-0.0032	0.2816	-0.9595	0.0189	0.2650	-0.9641	-3.3771	-39.7671	597.7235	-69.4692	-35.8423	599.9150	653.1036	665.4615	916.6813	649.5428	-	-	-	-	-
1794127.6070	13:14:51:500	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6538	4.5170	736.3758	580.0855	674.8902	566.6417	-0.0042	0.2777	-0.9607	0.0193	0.2679	-0.9633	-3.3760	-39.7565	597.5659	-69.5018	-35.8615	600.2038	653.1241	665.5391	916.6671	649.4950	-	-	-	-	-
1794131.6130	13:14:51:504	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6521	4.5208	736.3328	579.1654	676.4590	566.3301	-0.0068	0.2828	-0.9591	0.0245	0.2665	-0.9635	-3.3744	-39.7430	597.4227	-69.5185	-35.8703	600.3459	653.1712	665.4192	916.5675	649.5248	-	-	-	-	-
1794135.6200	13:14:51:508	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6493	4.5220	738.1217	579.7596	677.5689	566.5715	-0.0032	0.2826	-0.9592	0.0199	0.2660	-0.9638	-3.3704	-39.7302	597.3117	-69.5438	-35.8824	600.5896	653.0873	665.4006	916.6458	649.5270	-	-	-	-	-
1794139.6270	13:14:51:512	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6445	4.5210	739.8854	580.4339	677.0302	567.0029	-0.0014	0.2829	-0.9592	0.0194	0.2633	-0.9645	-3.3669	-39.7325	597.3580	-69.5620	-35.8914	600.7503	653.0363	665.3930	916.6544	649.5784	-	-	-	-	-
1794143.6330	13:14:51:516	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6429	4.5181	739.3301	582.5809	675.9459	565.0125	-0.0044	0.2822	-0.9593	0.0165	0.2700	-0.9627	-3.3669	-39.7276	597.3477	-69.5976	-35.9073	601.0465	653.0949	665.3892	916.7125	649.4407	-	-	-	-	-
1794147.6400	13:14:51:520	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6372	4.5218	739.0025	581.3885	676.5778	565.2273	-0.0064	0.2845	-0.9587	0.0215	0.2645	-0.9641	-3.3633	-39.7128	597.2695	-69.6150	-35.9197	601.2348	653.1224	665.3042	916.5997	649.5555	-	-	-	-	-
1794151.6460	13:14:51:524	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6304	4.5257	741.9999	579.7619	676.3673	564.7497	-0.0013	0.2869	-0.9579	0.0206	0.2673	-0.9634	-3.3588	-39.7139	597.3156	-69.6415	-35.9295	601.4835	653.0039	665.2480	916.6051	649.4814	-	-	-	-	-
1794155.6530	13:14:51:528	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6299	4.5265	740.5740	582.1877	677.2213	562.9437	-0.0042	0.2816	-0.9595	0.0215	0.2693	-0.9628	-3.3570	-39.7134	597.3605	-69.6652	-35.9415	601.6919	653.0518	665.3421	916.5842	649.4430	-	-	-	-	-
1794159.6600	13:14:51:532	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6279	4.5322	741.0235	584.0890	677.8989	561.6225	-0.0046	0.2796	-0.9601	0.0228	0.2671	-0.9634	-3.3538	-39.7107	597.4641	-69.6759	-35.9421	601.7989	653.0445	665.3445	916.5542	649.4630	-	-	-	-	-
1794163.6660	13:14:51:536	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6277	4.5394	741.7261	586.0337	678.1886	560.5803	-0.0035	0.2790	-0.9603	0.0220	0.2668	-0.9635	-3.3498	-39.7227	597.6553	-69.6944	-35.9496	601.9725	653.0029	665.3543	916.5626	649.4587	-	-	-	-	-
1794167.6730	13:14:51:540	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6264	4.5414	741.2960	586.3383	679.7745	559.6796	-0.0046	0.2804	-0.9599	0.0235	0.2670	-0.9634	-3.3493	-39.7278	597.7911	-69.7074	-35.9523	602.0923	653.0196	665.3117	916.5285	649.4383	-	-	-	-	-
1794171.6800	13:14:51:544	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6261	4.5444	742.0373	584.4785	679.2117	558.8891	-0.0027	0.2831	-0.9591	0.0192	0.2687	-0.9630	-3.3469	-39.7352	597.9474	-69.7117	-35.9474	602.1342	652.9684	665.2460	916.6099	649.3758	-	-	-	-	-
1794175.6860	13:14:51:548	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6224	4.5475	741.7471	585.7047	678.3014	558.3498	-0.0065	0.2802	-0.9599	0.0205	0.2676	-0.9633	-3.3426	-39.7544	598.3501	-69.7143	-35.9437	602.1812	653.0159	665.2762	916.5737	649.3711	-	-	-	-	-
1794179.6930	13:14:51:552	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6203	4.5507	741.3139	585.5456	679.9654	558.0803	-0.0050	0.2822	-0.9593	0.0241	0.2664	-0.9636	-3.3428	-39.7758	598.7379	-69.7140	-35.9364	602.2014	652.9783	665.2226	916.4942	649.3613	-	-	-	-	-
1794183.6990	13:14:51:556	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6183	4.5548	740.0651	587.2802	680.2257	556.9184	-0.0056	0.2787	-0.9604	0.0211	0.2668	-0.9635	-3.3421	-39.7877	599.0301	-69.7202	-35.9286	602.2551	652.9812	665.2640	916.5523	649.3105	-	-	-	-	-
1794187.7060	13:14:51:560	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	6	7	4.6191	4.5594	739.1261	587.9112	681.2624	557.5569	-0.0069	0.2796	-0.9601	0.0208	0.2668	-0.9635	-3.3374	-39.8071	599.4086	-69.7165	-35.9167	602.2354	652.9784	665.2259	916.5522	649.2669	-	-	-	-	-
